#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
1995,type c wireless mouse,us,3,150,,,,,usb c mouse,2020-10-19 02:13:06,"Shopping results,Thumbnails,People also ask,Image pack",200
1996,clairvoyants tour,us,1,150,,165,1.27,1.1,the clairvoyants,2020-10-16 22:01:49,People also ask,150
1997,temecula to escondido,us,0,150,,14,0.08,1,escondido to temecula,2020-09-20 18:27:59,"Knowledge card,People also ask",150
1998,mcm baby bag,us,5,150,0.7,,,,mcm diaper bag,2020-10-02 19:15:34,"Shopping results,Thumbnails,Adwords top,Image pack",150
1999,body deodorant spray,us,1,150,4.5,,,,body deodorant spray,2020-10-05 16:33:41,"Adwords top,People also ask,Top stories,Thumbnails,Image pack,Shopping results",250
2000,pet coyote for sale,us,5,150,0.4,,,,coyote pups for sale,2020-09-19 04:20:51,"People also ask,Image pack",150
2001,cumberland title,us,0,150,0,,,,cumberland title,2020-09-23 10:48:43,Image pack,200
2002,harman kardon hk 3490,us,3,150,0.45,,,,harman kardon 3490,2020-09-19 07:39:18,"Top stories,Thumbnails,Image pack",800
2003,central barbershop,us,0,150,0,,,,central barber shop,2020-10-10 04:18:14,"Top stories,Thumbnails",500
2004,vice principals season 1,us,7,150,1.7,88,0.52,1.14,vice principals,2020-10-16 17:54:42,"Sitelinks,People also ask",350
2005,netstat man,us,32,150,,166,0.95,1,man netstat,2020-10-07 12:47:52,"Top stories,Thumbnails",200
2006,dentist brentwood ca,us,8,150,5,,,,dentist in brentwood ca,2020-09-25 23:40:46,Image pack,200
2007,why am i losing hair on my lower legs,us,3,150,1.7,,,,hair loss on legs,2020-09-26 02:51:05,"Featured snippet,People also ask,Image pack",150
2008,lasik fort worth,us,6,150,14,,,,lasik fort worth,2020-10-10 23:15:44,"People also ask,Top stories,Thumbnails,Image pack,Adwords bottom",200
2009,mays sandwich shop,us,0,150,0,,,,mays sandwich shop,2020-10-14 05:46:12,,150
2010,daily crochet,us,8,150,0.04,,,,knit and crochet daily,2020-09-25 18:04:55,Image pack,200
2011,payment plan shopping,us,78,150,1.6,,,,buy now pay later,2020-10-18 06:46:02,"Adwords top,Sitelinks,Adwords bottom",150
2012,freedom high school teachers,us,4,150,7,,,,freedom high school teachers,2020-10-17 21:03:03,"Sitelinks,Image pack",150
2013,psvita iso,us,19,150,0.15,230,1.42,1.2,ps vita roms,2020-10-17 12:21:24,"Sitelinks,Top stories,Thumbnails",2200
2014,kelly oubre draft,us,8,150,0,,,,kelly oubre,2020-10-04 14:54:42,"Knowledge card,People also ask,Top stories,Thumbnails",150
2015,helmet online,us,35,150,0.7,,,,motorcycle helmets,2020-09-24 07:52:33,"Top stories,Thumbnails,Image pack",7800
2016,シュナウザー,us,10,150,0,,,,シュナウザー,2020-10-07 14:28:35,"Top stories,Thumbnails",17000
2017,bellevue college application,us,4,150,17,,,,bellevue college admissions,2020-10-11 19:51:39,"Sitelinks,People also ask,Tweet box",150
2018,cher cantante,us,28,150,0,,,,cher cantante,2020-09-19 11:19:33,"Tweet box,People also ask",6100
2019,edmond market,us,0,150,,,,,edmond farmers market,2020-09-28 06:10:38,"Top stories,Thumbnails,Image pack",150
2020,bcl2l11,us,8,150,9,,,,bcl2l11,2020-09-20 02:05:24,,200
2021,reynosa mexico crime,us,6,150,0,121,0.78,1.05,is matamoros safe,2020-10-13 03:22:01,"People also ask,Image pack",150
2022,how long does it take for ibuprofen to start working,us,3,150,,,,,how long can you take ibuprofen,2020-10-02 07:50:51,"Featured snippet,People also ask,Adwords bottom",200
2023,2010 draft class,us,36,150,0,,,,2010 nba draft,2020-09-24 04:20:11,"Featured snippet,Top stories,Thumbnails",200
2024,firethorn lincoln ne,us,2,150,0,,,,firethorn,2020-10-10 06:12:00,"Sitelinks,Top stories,Thumbnails,Image pack",150
2025,costco pizza crust,us,3,150,0.15,,,,costco pizza crust,2020-10-11 17:04:04,"People also ask,Image pack,Top stories,Thumbnails",150
2026,general motors incentives,us,64,150,1.3,,,,gm lease deals,2020-09-24 01:25:04,People also ask,150
2027,ford transit 150 mpg,us,1,150,2.5,,,,transit 150 mpg,2020-10-06 13:14:55,"People also ask,Top stories,Thumbnails,Adwords bottom",150
2028,grover 406c,us,0,150,0.4,128,0.92,1.19,grover 406c,2020-10-10 02:54:03,"Top stories,Thumbnails,Image pack,People also ask",200
2029,can you have 2 maid of honors,us,1,150,0,,,,maid of honor,2020-10-10 21:29:05,"Featured snippet,Thumbnails,People also ask,Top stories",200
2030,chick fil a vancouver,us,2,150,,,,,chick fil a vancouver,2020-09-19 02:09:36,"People also ask,Top stories,Thumbnails,Image pack",700
2031,best places to buy wedding guest dresses,us,34,150,1.5,,,,where to buy wedding guest dresses,2020-10-14 05:26:53,"Adwords top,People also ask,Adwords bottom",200
2032,ichiban cincinnati,us,1,150,0,112,0.64,1.05,ichiban,2020-10-15 00:59:00,"Sitelinks,Image pack",200
2033,figurative language definition for kids,us,21,150,0.8,131,0.77,1.29,figurative language,2020-10-17 09:38:53,"Featured snippet,Thumbnails,People also ask,Sitelinks",200
2034,small android device,us,42,150,0.35,,,,small android device,2020-10-08 15:32:48,"Shopping results,Thumbnails,Featured snippet,People also ask,Top stories",200
2035,dallas day trips,us,15,150,1.4,217,1.67,1.26,day trips from dallas,2020-10-05 04:51:28,"Top stories,Thumbnails",150
2036,óscar tabárez,us,1,150,0,73,0.53,1.13,oscar tabarez,2020-10-05 16:09:29,"Top stories,Thumbnails",1900
2037,how to build links,us,79,150,2.5,,,,link building,2020-09-29 12:49:45,"Featured snippet,Thumbnails,People also ask,Top stories",200
2038,unr staff directory,us,2,150,0,,,,unr number,2020-10-07 18:46:17,"Sitelinks,Image pack",150
2039,teacup dachshund puppies for sale,us,7,150,0.35,,,,miniature dapple dachshund puppies for sale,2020-10-08 23:37:55,"Image pack,Top stories,Thumbnails",250
2040,nearest lane bryant,us,55,150,0.9,,,,lane bryant locations,2020-10-07 00:27:32,"People also ask,Image pack",150
2041,craftsman 44811,us,0,150,0.6,,,,craftsman 44811,2020-09-19 19:29:58,"Top stories,Thumbnails,People also ask,Image pack,Adwords bottom",150
2042,rahmsauce,us,0,150,0.04,,,,rahmsauce,2020-09-18 12:01:28,"Top stories,Thumbnails,Image pack",7300
2043,general mills total raisin bran,us,0,150,0.2,143,0.96,1.18,total raisin bran,2020-10-11 13:01:49,People also ask,200
2044,buzz in door lock,us,5,150,1.5,180,1.32,1.27,door buzzer system,2020-10-15 21:17:36,"Shopping results,Thumbnails,Top stories,Image pack",150
2045,indian maiden costume,us,0,150,0.45,,,,indian costume,2020-10-10 22:54:08,"Image pack,Top stories,Thumbnails",150
2046,red skin after shower,us,8,150,0,155,0.89,1.23,itchy after shower,2020-10-13 00:41:25,"Featured snippet,People also ask",250
2047,rate my professor middlesex county college,us,0,150,,,,,rate my professor middlesex county college,2020-10-10 13:47:31,,150
2048,you better lose yourself,us,21,150,0,72,0.43,1.05,lose yourself,2020-10-04 07:14:40,"Thumbnails,Top stories,People also ask",200
2049,timwah,us,0,150,,,,,timwah,2020-10-08 00:35:48,Image pack,150
2050,double star 1911,us,1,150,,,,,doublestar 1911,2020-10-02 05:58:17,"Top stories,Thumbnails,Image pack",200
2051,shyest or shiest,us,1,150,,,,,shyest or shiest,2020-10-09 07:54:00,"Featured snippet,People also ask",250
2052,paid to youtube,us,61,150,0.35,,,,youtube monetization,2020-10-07 21:51:28,"Top stories,Thumbnails,Image pack",500
2053,cute keyrings,us,0,150,0.7,,,,cute keyrings,2020-09-28 08:05:38,"Image pack,Top stories,Thumbnails",600
2054,scuba diving south padre island,us,0,150,3.5,,,,america diving,2020-09-20 07:30:59,"Top stories,Thumbnails,Image pack,Adwords bottom",150
2055,marine sanitation hose,us,1,150,0.45,,,,marine sanitation hose,2020-10-09 12:21:51,"Shopping results,Thumbnails,Top stories",150
2056,1099 contract position,us,24,150,0,120,0.91,1.1,1099 position,2020-10-17 22:43:55,"Featured snippet,People also ask,Sitelinks",150
2057,z city,us,40,150,0.7,74,0.56,1.09,lost city of z,2020-10-02 16:06:44,"Top stories,Thumbnails,People also ask",700
2058,safari keeps crashing mac,us,7,150,0,,,,safari keeps crashing,2020-10-16 21:20:00,"Featured snippet,People also ask,Image pack",250
2059,james 1 2-4 kjv,us,7,150,0,,,,james 1 2-4 kjv,2020-10-15 09:13:10,Image pack,150
2060,major appliance parts,us,28,150,1.4,,,,major appliance parts,2020-10-02 03:15:05,,150
2061,falcor flying,us,25,150,0,41,0.29,1.15,falcor neverending story,2020-10-05 15:56:35,"Image pack,People also ask",400
2062,wendys greeneville tn,us,0,150,0.3,,,,wendys greeneville tn,2020-10-03 08:53:04,Image pack,150
2063,mra carotid,us,2,150,0.04,,,,mra carotids,2020-10-14 02:23:00,"People also ask,Image pack",150
2064,best soho hotels,us,6,150,4,,,,best hotels in soho nyc,2020-10-02 00:25:33,"Adwords top,Image pack",200
2065,nba youngboy album download,us,0,150,,,,,nba youngboy album download,2020-10-05 09:48:29,Image pack,150
2066,mit hayden library,us,2,150,0,117,0.72,1.03,hayden library,2020-10-03 12:04:07,"Top stories,Thumbnails,Image pack",150
2067,paw patrol everest episodes,us,29,150,,,,,paw patrol everest episode,2020-10-02 10:28:00,"People also ask,Image pack",200
2068,cosmas indicopleustes,us,27,150,0,80,0.46,1.14,cosmas indicopleustes,2020-10-11 15:35:44,,500
2069,kilroy meaning,us,18,150,0,107,0.71,1.08,kilroy was here,2020-10-10 11:22:54,"People also ask,Top stories,Thumbnails",150
2070,traditional russian dance,us,8,150,0,130,0.89,1,russian folk dance,2020-10-08 13:34:10,People also ask,350
2071,mindful breathing script,us,10,150,1.1,,,,mindfulness script,2020-10-18 22:12:06,Sitelinks,350
2072,largest mountain lion,us,12,150,0,83,0.5,1.09,276 pound mountain lion,2020-10-10 20:25:35,"Featured snippet,Thumbnails,Image pack,People also ask,Top stories",200
2073,killens pond delaware,us,11,150,0,,,,killens pond,2020-09-26 11:57:46,"Top stories,Thumbnails,Image pack",150
2074,harold morrison toni morrison,us,54,150,,61,0.35,1.05,toni morrison died,2020-10-02 07:24:53,"Image pack,People also ask",200
2075,good movies 2011,us,17,150,0,16,0.11,1.08,best movies 2011,2020-10-16 08:48:51,Image pack,600
2076,responsive management,us,0,150,0,,,,responsive management,2020-10-02 04:00:24,,200
2077,a whole new world cover,us,33,150,0,,,,a whole new world cover,2020-09-21 06:51:19,Image pack,500
2078,the revenant gif,us,0,150,0,,,,the revenant gif,2020-10-07 19:38:41,,200
2079,cardioid vs condenser,us,5,150,0,60,0.42,1.18,microphone,2020-10-08 22:24:12,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",150
2080,how to make a hair topper look natural,us,0,150,,,,,how to make a hair topper look natural,2020-10-14 10:31:05,"Featured snippet,Thumbnails,Top stories,People also ask,Image pack",150
2081,recently watched,us,10,150,0.2,,,,youtube watch history,2020-10-05 05:38:11,"Top stories,Thumbnails,People also ask",200
2082,peltor optime 105,us,0,150,0.8,131,0.88,1.09,3m hearing protection,2020-10-14 17:14:25,,200
2083,apple homekit switch,us,5,150,1,,,,apple homekit light switch,2020-10-18 15:49:16,Image pack,200
2084,wedding venues south texas,us,1,150,1.6,,,,wedding venues south texas,2020-09-27 18:32:14,,150
2085,fred youtube channel,us,24,150,0,111,0.85,1.04,fred,2020-10-15 12:31:52,"Top stories,Thumbnails,People also ask,Sitelinks",150
2086,benger,us,2,150,0,,,,benger,2020-10-08 11:42:59,"Top stories,Thumbnails",3600
2087,darth vader c3po,us,7,150,0,,,,thank the maker,2020-10-09 13:12:40,"Image pack,People also ask,Top stories,Thumbnails",250
2088,gopro won't turn on,us,0,150,,143,0.88,1.1,my gopro wont turn on,2020-09-27 17:33:43,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",200
2089,generations obgyn knoxville tn,us,0,150,0.2,,,,generations obgyn,2020-09-22 15:57:38,"Sitelinks,Image pack",150
2090,google home blinds,us,10,150,,,,,smart blinds google home,2020-09-26 22:38:24,"Adwords top,People also ask,Top stories,Thumbnails,Image pack,Adwords bottom",200
2091,used srt 8,us,8,150,1,,,,srt8 for sale,2020-10-05 17:00:30,"Adwords top,Top stories,Thumbnails,Image pack",200
2092,american airlines telefono miami,us,16,150,0,,,,telefono american airlines,2020-10-13 14:29:59,"People also ask,Top stories,Thumbnails",150
2093,gymnastics back handspring,us,0,150,0.1,,,,handspring,2020-10-08 12:37:21,"Top stories,Thumbnails,People also ask",200
2094,januvia coupon 2019,us,55,150,,,,,januvia coupon,2020-10-03 12:22:23,"Adwords top,People also ask,Adwords bottom",150
2095,mary's alabaster box,us,5,150,0,,,,marys alabaster box,2020-09-27 06:45:46,"Thumbnails,People also ask,Top stories",150
2096,western united dairymen,us,0,150,0,,,,western united dairymen,2020-10-08 00:36:56,"Sitelinks,Image pack",150
2097,lindsay plumbing,us,7,150,6,,,,lindsay plumbers,2020-10-11 13:31:05,Image pack,200
2098,motorola radio charger,us,0,150,2,,,,motorola radio charger,2020-10-13 09:54:18,"Image pack,Top stories,Thumbnails",200
2099,otcmkts: eaph,us,0,150,,,,,otcmkts eaph,2020-10-19 04:10:48,"Knowledge card,Image pack",150
2100,how to install a lamp cord switch,us,12,150,0.05,,,,in line lamp switch,2020-10-17 20:16:49,"Featured snippet,Thumbnails,Top stories,People also ask,Image pack",150
2101,native slayer 10,us,2,150,0.6,,,,native slayer propel 10,2020-10-02 12:47:47,"Top stories,Thumbnails",150
2102,transformers headmaster toys,us,1,150,0.15,,,,transformers headmasters toys,2020-10-17 08:39:28,Image pack,150
2103,accelerated degrees,us,23,150,25,,,,fast online degrees,2020-10-08 04:24:28,"People also ask,Adwords bottom",150
2104,download movies legally free,us,35,150,2,,,,free movie downloads,2020-09-26 11:40:34,"People also ask,Top stories,Thumbnails,Image pack",350
2105,milwaukee m18 led work light,us,0,150,0.6,,,,milwaukee flashlight m18,2020-10-02 03:31:15,"Top stories,Thumbnails,Image pack,Shopping results",150
2106,heaven texas,us,0,150,,,,,heaven texas,2020-09-22 10:58:08,"Top stories,Thumbnails",200
2107,kohler wellworth toilet reviews,us,5,150,0.8,,,,kohler wellworth toilet reviews,2020-10-07 10:07:36,"Top stories,Thumbnails,Image pack,Adwords bottom",150
2108,toyota pick ups,us,24,150,2,,,,toyota trucks for sale,2020-10-17 11:20:25,"Sitelinks,People also ask,Image pack",200
2109,3 month weight loss workout plan,us,14,150,3.5,,,,3 month workout plan,2020-10-18 09:17:01,Image pack,200
2110,subway vinaigrette sauce,us,1,150,,,,,subway vinaigrette,2020-10-16 19:54:54,"Featured snippet,Thumbnails,People also ask,Image pack,Top stories",150
2111,o reilly's irish cream,us,0,150,1.1,,,,o'reilly's irish cream,2020-10-17 16:31:11,"People also ask,Top stories,Thumbnails,Image pack",150
2112,blackout drunk consent,us,8,150,,,,,rainn,2020-10-07 02:38:01,,200
2113,long collar,us,13,150,0.7,94,0.57,1.25,spiked collar aj,2020-09-25 23:48:58,"Image pack,People also ask,Top stories,Thumbnails",250
2114,the house of pizza,us,28,150,0,,,,house of pizza menu,2020-10-12 18:56:42,"Top stories,Thumbnails",150
2115,dog shoes for hot weather,us,4,150,1.8,,,,dog shoes,2020-09-30 03:38:19,"People also ask,Image pack",150
2116,volt logo,us,0,150,0,77,0.46,1.24,volt logo,2020-10-15 11:56:12,Image pack,900
2117,things that trigger anxiety,us,42,150,0.9,,,,what causes anxiety,2020-10-06 15:17:14,"Featured snippet,Thumbnails,People also ask",150
2118,ct doppler radar wtnh,us,17,150,,,,,wtnh radar,2020-10-17 13:59:53,,150
2119,mirror mirror on the wall who is the fairest of them all,us,3,150,,,,,fairest of them all meaning,2020-10-04 20:57:18,"Featured snippet,Thumbnails,People also ask,Top stories",500
2120,career systems development,us,1,150,0.9,,,,career systems development,2020-10-11 16:55:40,"Sitelinks,Image pack",200
2121,bermuda tan,us,0,150,0.9,,,,bermuda tan,2020-10-02 04:21:34,"Top stories,Thumbnails,Image pack",250
2122,gsccca efile,us,12,150,,171,1.06,1.32,gsccca efile,2020-10-09 10:09:09,,150
2123,google services app,us,83,150,2.5,,,,google play services,2020-09-28 10:55:28,"People also ask,Top stories,Thumbnails",700
2124,xerox 7556 driver,us,6,150,0,,,,xerox workcentre 7535 driver,2020-10-08 18:14:15,"Top stories,Thumbnails",200
2125,alan parks,us,0,150,0,,,,alan parks,2020-10-13 09:22:20,"Top stories,Thumbnails,Tweet box",400
2126,chocklit shoppe,us,2,150,,,,,pops chocklit shoppe,2020-09-23 00:09:48,People also ask,250
2127,federal tax amendment,us,49,150,0.6,99,0.57,1.1,where's my amended return,2020-10-10 19:17:43,People also ask,200
2128,are juvenile records sealed,us,0,150,6,,,,juvenile records,2020-10-09 04:49:53,"Featured snippet,People also ask",150
2129,filigree bracelet,us,0,150,1,,,,filigree bracelet,2020-09-20 20:31:10,"Image pack,Top stories,Thumbnails",250
2130,furby accessories,us,0,150,0.15,,,,furby accessories,2020-10-03 07:47:24,"Image pack,People also ask,Top stories,Thumbnails",200
2131,mr bean video youtube,us,35,150,4.5,,,,mr bean cartoon,2020-10-11 11:56:06,,250
2132,northerner rubber boots,us,0,150,0.6,,,,northerner boots,2020-09-25 02:33:27,Image pack,150
2133,cheap garage ideas,us,18,150,0.7,,,,diy garage storage,2020-09-23 17:00:01,"Image pack,Top stories,Thumbnails",150
2134,sg les paul,us,7,150,1,77,0.58,1.14,gibson sg,2020-10-13 10:20:50,"Shopping results,Thumbnails,People also ask,Image pack,Top stories",200
2135,find my postcode,us,52,150,0.3,,,,postcode finder,2020-10-19 05:43:43,Sitelinks,9900
2136,vacation rental services,us,47,150,3.5,104,0.77,1.18,vacation rental services,2020-09-22 17:09:13,"Adwords top,Featured snippet,People also ask,Adwords bottom",150
2137,how much protein in a cup of spinach,us,56,150,0,,,,vegetables high in protein,2020-10-13 03:52:48,"Featured snippet,People also ask,Top stories,Thumbnails",150
2138,katy perry roar karaoke,us,3,150,0,,,,katy perry karaoke songs,2020-10-18 21:19:52,,500
2139,when was chevrolet founded,us,12,150,7,,,,chevrolet,2020-10-11 05:27:32,People also ask,150
2140,departamentos en buenos aires,us,3,150,1.4,,,,depto en venta,2020-10-09 15:38:57,"Adwords top,Top stories,Thumbnails,Image pack",1900
2141,acidophile definition,us,7,150,,,,,acidophile,2020-10-02 09:49:39,People also ask,150
2142,3d glasses near me,us,10,150,0.15,146,1.04,1.14,3 d glasses walmart,2020-09-23 13:22:39,"People also ask,Image pack",150
2143,when does lavender bloom in provence,us,9,150,3,71,0.43,1.08,lavender fields provence best time to visit,2020-09-22 16:15:38,"Featured snippet,Thumbnails,People also ask,Top stories",200
2144,supersonic boombox,us,0,150,0.3,,,,supersonic boomboxes,2020-09-20 06:21:18,"Top stories,Thumbnails,Image pack",150
2145,2nd brigade,us,6,150,0,,,,2nd brigade,2020-10-18 03:40:25,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",150
2146,harley front wheel,us,9,150,0.25,,,,harley davidson motorcycle rims,2020-10-10 21:21:05,"Image pack,Top stories,Thumbnails",150
2147,kp expression,us,5,150,0,84,0.57,1.13,kp chemistry,2020-10-17 09:43:36,"Image pack,People also ask",250
