#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
1674,star trek lcars,us,20,450,1.1,395,0.84,1.21,lcars,2020-10-07 05:00:54,"Top stories,Thumbnails",900
1675,accutane and depression,us,17,450,0,336,0.78,1.15,depression test,2020-10-07 12:32:04,People also ask,500
1676,junglee movie,us,15,450,0,251,0.53,1.19,junglee,2020-10-16 14:34:43,"Sitelinks,People also ask",8700
1677,green goddess smoothie,us,10,450,3.5,362,0.77,1.23,green goddess smoothie,2020-10-02 01:28:24,"Top stories,Thumbnails,Image pack",700
1678,don't jinx it,us,0,450,,127,0.29,1.04,don't jinx it,2020-10-07 00:23:58,People also ask,1000
1679,funny hashtag generator,us,31,450,0.1,626,1.46,1.09,wedding hashtag generator,2020-09-27 01:17:22,"People also ask,Image pack",600
1680,fresh black eyed peas recipe,us,12,450,0.1,718,1.64,1.2,how to cook fresh black eyed peas,2020-10-14 18:57:50,"Top stories,Thumbnails,People also ask",450
1681,cam and follower,us,12,450,2.5,154,0.35,1.22,cam,2020-10-14 17:25:13,"Top stories,Thumbnails,People also ask,Sitelinks",2700
1682,r6 liquipedia,us,24,450,,,,,liquipedia r6,2020-10-10 05:56:01,"Sitelinks,Top stories,Thumbnails,Image pack",600
1683,typecast actors,us,2,450,0,373,0.8,1.13,typecast actors,2020-10-07 11:47:05,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",600
1684,weather 48706,us,0,450,0.25,,,,48706 weather,2020-09-29 20:26:58,"Knowledge card,Image pack",450
1685,miami weather averages,us,12,450,0.1,184,0.42,1.17,miami temperature,2020-10-17 03:09:54,"People also ask,Sitelinks,Image pack",600
1686,lynch v. donnelly,us,19,450,,442,0.94,1.22,lynch v donnelly,2020-10-07 09:45:37,People also ask,500
1687,salsa fat bike,us,3,450,0.35,455,1.04,1.2,salsa fat bike,2020-10-04 13:04:14,"Top stories,Thumbnails,Image pack",600
1688,etsy marketplace,us,50,450,0.25,445,0.94,1.16,etsy marketplace,2020-10-16 10:00:14,"Adwords top,Sitelinks",800
1689,baseball greats,us,25,450,0.35,168,0.37,1.18,famous baseball players,2020-10-08 21:54:05,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",500
1690,ohio state law,us,10,450,0.6,377,0.83,1.43,moritz college of law,2020-10-14 19:34:28,"Sitelinks,Tweet box,Image pack",500
1691,lee county housing authority,us,7,450,0.25,281,0.62,1.47,lee county housing authority,2020-10-02 04:37:31,"People also ask,Image pack",450
1692,angry birds movie chuck,us,5,450,0.2,94,0.22,2,chuck angry birds movie,2020-10-05 04:28:47,"Image pack,People also ask",700
1693,double male extension cord,us,1,450,0.7,293,0.67,1.23,male to male extension cord,2020-09-21 02:34:44,"Top stories,Thumbnails,People also ask,Image pack",450
1694,plastic knuckles,us,1,450,0.2,368,0.84,1.21,plastic knuckles,2020-10-15 12:05:40,"Top stories,Thumbnails,People also ask,Sitelinks,Image pack",600
1695,jeep cj10,us,3,450,0.15,241,0.51,1.14,cj10 jeep,2020-10-03 14:12:15,"Image pack,Top stories,Thumbnails",600
1696,happy birthday arlene,us,0,450,0,159,0.36,1.34,happy birthday arlene,2020-10-14 18:14:44,"Thumbnails,Image pack",500
1697,pho open now,us,2,450,0.5,169,0.36,1.57,pho open now,2020-10-14 20:20:49,,500
1698,cheese spaetzle recipe,us,13,450,1.4,432,1,1.19,käsespätzle,2020-10-09 13:57:58,"Top stories,Thumbnails",500
1699,nøkken,us,0,450,0.1,284,0.61,1.07,näcken,2020-10-16 23:51:03,"Sitelinks,People also ask",6000
1700,the tipsy bull,us,0,450,,325,0.75,1.38,the tipsy bull,2020-09-26 23:51:41,"People also ask,Top stories,Thumbnails,Image pack",450
1701,artsy synonym,us,5,450,0,438,1,1.08,synonyms for artsy,2020-10-14 06:33:34,"Featured snippet,People also ask,Image pack",700
1702,toxey haas,us,0,450,0.04,209,0.47,1.11,toxey haas,2020-10-05 10:15:49,"People also ask,Top stories,Thumbnails",450
1703,98.1 fahrenheit to celsius,us,0,450,0,85,0.18,1.35,98.1 in celsius,2020-10-05 04:41:40,"Knowledge card,People also ask",1100
1704,what side does moss grow on,us,7,450,0,96,0.22,1.13,which side of the tree does moss grow on,2020-10-03 13:16:37,"Featured snippet,Thumbnails,People also ask",450
1705,pacific beach ca,us,39,450,1.7,153,0.35,1.17,pacific beach san diego,2020-10-09 23:29:22,"People also ask,Top stories,Thumbnails,Image pack",450
1706,snap-in,us,31,400,,182,0.45,1.04,snap in,2020-10-07 11:39:45,"People also ask,Top stories,Thumbnails,Image pack",1500
1707,ff14 fine wax,us,0,400,0,573,1.45,1.35,fine wax ffxiv,2020-10-16 10:16:42,Image pack,500
1708,xm193bk,us,1,400,0,448,1.18,1.08,federal 5.56 ammo 1000 rounds,2020-10-12 18:45:10,People also ask,400
1709,newspaper nails,us,5,400,0.7,193,0.48,1.22,newspaper nails art,2020-10-04 16:00:36,"Top stories,Thumbnails,Image pack,People also ask",700
1710,walgreens bridgeport wv,us,0,400,2,155,0.37,1.73,walgreens farmacy,2020-10-13 20:53:42,Image pack,400
1711,halsey without me meaning,us,10,400,,416,1.01,1.18,without me halsey meaning,2020-10-14 04:06:30,"People also ask,Top stories,Thumbnails",500
1712,no soliciting sign for home,us,2,400,0.7,348,0.86,1.42,no soliciting sign,2020-10-16 21:55:27,"Shopping results,Thumbnails,People also ask,Image pack,Adwords bottom",450
1713,eosinophils pronunciation,us,3,400,17,364,0.89,1.08,eosinophils pronounce,2020-09-29 18:11:13,"Featured snippet,Thumbnails,People also ask,Image pack",450
1714,paw patrol hulu,us,6,400,1.5,329,0.78,1.09,paw patrol streaming,2020-10-16 17:20:45,"People also ask,Image pack",400
1715,pressure washer spray gun,us,10,400,0.7,373,0.89,1.29,pressure washer wand,2020-10-08 06:34:22,"Top stories,Thumbnails",450
1716,free linkedin background images,us,46,400,2,429,1.11,1.09,linkedin background photo,2020-10-16 07:31:11,"Image pack,Sitelinks,Top stories,Thumbnails",450
1717,random place,us,39,400,0,286,0.73,1.07,random location generator,2020-10-09 11:29:25,"People also ask,Top stories,Thumbnails",600
1718,parotid gland lump,us,22,400,1.8,172,0.44,1.28,parotid gland tumor,2020-10-10 17:55:06,"People also ask,Image pack",500
1719,1975 dodge power wagon,us,5,400,0.09,194,0.5,1.17,1975 power wagon,2020-10-09 09:26:14,"Image pack,People also ask,Top stories,Thumbnails",400
1720,shepherd elementary,us,13,400,2,267,0.66,1.35,shepherd elementary school,2020-10-04 04:09:17,"Top stories,Thumbnails,Image pack",400
1721,samsung smart hub refrigerator,us,31,400,1.1,315,0.84,1.38,samsung smart fridge,2020-10-06 18:36:54,"Shopping results,Thumbnails,Top stories,People also ask,Image pack",400
1722,web developer vs software engineer,us,7,400,0,415,1.06,1.36,software developer vs web developer,2020-10-08 08:30:33,"Featured snippet,People also ask,Top stories,Thumbnails",450
1723,groveland fl zip code,us,1,400,0,148,0.35,1.28,groveland florida zip code,2020-09-21 11:42:51,People also ask,450
1724,妥瑞症,us,0,400,0,360,0.86,1.09,妥瑞症,2020-10-17 08:47:20,"Featured snippet,Thumbnails,Sitelinks",17000
1725,dr tseng,us,2,400,0.02,125,0.32,1.63,lisa tseng md,2020-10-08 01:37:14,"Top stories,Thumbnails",450
1726,roy goode,us,7,400,0.08,173,0.41,1.14,roy goode,2020-09-21 22:03:28,"People also ask,Top stories,Thumbnails",1600
1727,video greeting cards,us,7,400,1,346,0.89,1.15,video greeting card,2020-10-16 21:47:09,"Shopping results,Thumbnails,Sitelinks,Image pack,Adwords bottom",700
1728,augustine name meaning,us,0,400,0,126,0.33,1.11,augustine name,2020-10-05 08:20:41,"Featured snippet,Thumbnails,People also ask,Image pack",450
1729,idigic review,us,13,400,3,443,1.05,1.14,idigic,2020-10-11 13:59:02,"People also ask,Top stories,Thumbnails,Adwords bottom",700
1730,kessel run 12 parsecs,us,26,400,0,204,0.51,1.16,kessel run in 12 parsecs,2020-10-15 23:41:38,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",500
1731,how much does small claims court cost,us,5,400,1.5,172,0.44,1.16,small claims courts fees,2020-09-28 06:16:35,"Featured snippet,People also ask",500
1732,how to design a tattoo on a computer,us,11,400,2.5,425,1.11,1.18,tattoo designer online,2020-10-11 14:09:17,"People also ask,Top stories,Thumbnails,Image pack",500
1733,gluten free oatmeal brands,us,22,400,0.5,143,0.34,1.14,is oatmeal gluten free,2020-09-21 23:58:03,"Adwords top,Featured snippet,People also ask,Image pack",500
1734,aurora salon,us,4,400,2.5,235,0.57,1.7,aurora salon,2020-09-28 01:47:12,Image pack,500
1735,somerville plumbers,us,0,400,18,,,,somerville plumbers,2020-10-17 02:04:33,Image pack,400
1736,in fear,us,17,400,0,202,0.52,1.12,in fear movie,2020-10-15 14:21:35,"Sitelinks,Top stories,Thumbnails",5100
1737,superpro bushings,us,5,400,0.6,459,1.1,1.27,superpro,2020-10-18 05:35:17,"Sitelinks,Image pack",500
1738,awareness thesaurus,us,12,400,,323,0.83,1.08,awareness synonym,2020-10-05 00:27:02,"Knowledge card,People also ask,Image pack",700
1739,how to get super speed,us,1,400,0.08,369,0.91,1.32,how to be the flash,2020-09-26 00:00:42,"Featured snippet,Thumbnails,People also ask,Image pack",500
1740,traditional christmas side dishes,us,17,400,0,295,0.78,1.17,christmas side dishes,2020-10-02 10:34:18,"Top stories,Thumbnails,People also ask,Image pack",450
1741,custom flag design,us,29,400,4,406,1.08,1.02,custom flags,2020-10-18 20:55:12,"Adwords top,Sitelinks,Adwords bottom",450
1742,you say ukulele chords,us,0,400,,503,1.31,1.46,you say ukulele chords,2020-10-10 20:12:08,"Top stories,Thumbnails,Image pack",400
1743,nanny resume sample,us,10,400,1.1,552,1.31,1.49,nanny resume,2020-10-17 00:43:00,Image pack,500
1744,notre dame prep high school,us,31,400,3.5,187,0.49,1.21,notre dame prep,2020-10-11 11:58:01,"People also ask,Top stories,Thumbnails,Image pack",400
1745,what is metagenomics?,us,15,400,,36,0.09,1.1,metagenome,2020-10-17 13:42:27,"People also ask,Sitelinks",400
1746,telestrations 12 player,us,2,400,0.3,513,1.3,1.44,telestrations,2020-10-16 18:30:22,"Adwords top,Adwords bottom",400
1747,ding lei,us,15,400,0,148,0.39,1.21,william ding,2020-10-02 05:15:16,"Top stories,Thumbnails",1300
1748,barska gun safe,us,2,400,0.8,272,0.7,1.2,barska gun safe,2020-10-10 08:16:34,"People also ask,Top stories,Thumbnails,Image pack",400
1749,49 chevy coupe,us,2,400,0.7,133,0.32,1.27,1949 chevy,2020-10-14 21:17:10,"Image pack,Top stories,Thumbnails,Sitelinks",450
1750,live music atlanta tonight,us,7,400,1.1,346,0.9,1.48,live music atlanta,2020-10-13 11:39:28,"Adwords top,People also ask",400
1751,thornton place movie times,us,0,400,1,188,0.49,1.74,regal thornton place screenx & imax,2020-10-16 13:30:22,,400
1752,ac753,us,0,400,,242,0.63,1.9,ac 753,2020-10-11 12:02:57,,500
1753,las vegas to tampa,us,0,400,1.3,168,0.42,1.35,flights from las vegas to tampa,2020-10-07 08:22:00,"Knowledge card,Top stories,Thumbnails",400
1754,cheap silver dollar city tickets,us,52,400,1.3,541,1.4,1.13,silver dollar city discount tickets,2020-10-17 01:03:44,"Sitelinks,People also ask",400
1755,the gould hotel,us,5,400,1.3,333,0.79,1.3,gould hotel,2020-10-03 16:04:35,"Top stories,Thumbnails,Image pack",450
1756,ihop escondido,us,0,400,0.2,117,0.3,1.43,ihop escondido ca,2020-09-28 02:51:53,Image pack,400
1757,fallout liberty prime,us,3,400,0.09,318,0.77,1.2,liberty prime,2020-10-16 22:03:40,People also ask,800
1758,lowes orange park fl,us,0,400,0.6,227,0.56,1.73,lowes orange park,2020-09-29 13:07:40,Image pack,400
1759,cvs chattanooga,us,1,400,1,97,0.24,1.19,cvs chattanooga tn,2020-10-08 02:33:33,Image pack,400
1760,stubwire,us,2,400,0.45,414,1.01,1.16,stubwire,2020-10-10 18:47:58,"Sitelinks,Top stories,Thumbnails,Image pack",500
1761,perfect piano guys,us,2,400,,385,0.95,1.7,piano guys perfect,2020-09-28 06:57:50,"Thumbnails,Image pack",400
1762,dora winifred,us,0,400,0,149,0.39,1.17,dora winifred,2020-10-09 12:27:33,People also ask,500
1763,brady smith actor,us,0,400,0,257,0.65,1.06,brady smith,2020-10-17 21:51:46,"Sitelinks,People also ask",450
1764,danner jag boots,us,1,400,1.2,413,1.02,1.63,danner jag,2020-10-18 07:16:31,"Shopping results,Thumbnails,People also ask,Image pack",450
1765,alvero,us,0,400,,101,0.26,1.02,alvero,2020-10-08 20:22:29,"Top stories,Thumbnails,Image pack",1900
1766,howard johnson kissimmee,us,1,400,1.1,163,0.42,1.33,howard johnson by wyndham tropical palms kissimmee,2020-10-17 06:12:43,Image pack,500
1767,northside dodge,us,10,400,3,363,0.89,1.92,northside dodge,2020-10-13 16:48:07,"Top stories,Thumbnails",800
1768,best rice for stir fry,us,45,400,0,140,0.37,1.14,fried rice recipe,2020-10-09 03:28:21,"Top stories,Thumbnails,People also ask",450
1769,round bale weight,us,2,400,0.15,221,0.53,1.27,how much does a round bale of hay weigh,2020-10-07 14:24:33,"Featured snippet,Thumbnails,People also ask,Top stories",500
1770,kransekake molds,us,6,400,0.15,352,0.9,1.22,kransekake molds,2020-10-12 20:12:59,"Top stories,Thumbnails,Image pack,Adwords bottom,Shopping results",450
1771,does salt kill weeds,us,13,400,1.9,387,0.91,1.16,salt to kill weeds,2020-09-24 22:56:35,"Featured snippet,Thumbnails,People also ask,Top stories",1500
1772,chatham elementary schools,us,0,400,,,,,chatham elementary school,2020-10-08 07:57:18,Image pack,400
1773,converse ballet flats,us,0,400,0.5,580,1.43,1.57,converse ballet,2020-10-18 18:31:56,Image pack,1300
1774,lightning sound,us,3,400,0.07,303,0.78,1.1,thunder noise,2020-10-04 10:16:08,"Top stories,Thumbnails,People also ask",1000
1775,proper title,us,1,400,0,266,0.63,1.45,proper title,2020-10-16 17:41:53,"Sitelinks,Image pack",450
1776,keto meals for a week,us,53,400,1.3,354,0.91,1.21,keto meal plan,2020-09-26 05:38:21,"People also ask,Top stories,Thumbnails,Adwords bottom",450
1777,warning order,us,1,400,2,253,0.6,1.09,opord,2020-10-04 02:44:49,"Featured snippet,People also ask,Image pack,Top stories,Thumbnails",500
1778,khichdi movie,us,0,400,0,194,0.46,1.24,khichdi movie,2020-10-14 08:35:37,"Top stories,Thumbnails",6200
1779,vr real feel,us,0,400,,134,0.33,1.2,vr real feel racing,2020-10-05 00:12:56,"Top stories,Thumbnails,People also ask,Image pack,Adwords bottom",800
1780,jensen ackles music,us,6,400,0,256,0.62,1.33,jensen ackles album,2020-10-14 04:17:27,People also ask,450
1781,urxvt,us,27,400,0,413,1.02,1.33,rxvt config,2020-10-17 02:31:10,Sitelinks,1200
1782,self tattoo,us,11,400,0.1,154,0.38,1.22,tattoo yourself,2020-10-08 11:45:18,"Featured snippet,People also ask,Top stories,Thumbnails",800
1783,oval office post falls,us,0,400,0,277,0.67,1.29,oval office post falls,2020-10-09 22:03:55,Image pack,400
1784,karen robinson eyes,us,1,400,,361,0.89,1.09,karen robinson facebook,2020-09-23 21:54:04,"Image pack,Top stories,Thumbnails",500
1785,what county is kennesaw ga in,us,19,400,0.04,25,0.06,1.23,kennesaw,2020-10-15 19:29:24,"Image pack,Thumbnails,People also ask,Sitelinks,Top stories",450
1786,bio fire,us,22,400,0.4,269,0.7,1.16,biofire,2020-10-11 17:02:51,"Adwords top,Sitelinks,Top stories,Thumbnails,Image pack",600
1787,gadsden state bookstore,us,0,400,0.06,412,1.06,1.71,wallace state bookstore,2020-10-19 12:18:30,"Sitelinks,Image pack",400
1788,sord rescue,us,0,400,0,407,1.04,1.56,sord rescue,2020-10-16 21:24:54,Sitelinks,400
1789,honda type r specs,us,27,400,1.9,239,0.59,1.13,honda civic type r,2020-10-14 16:41:03,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",500
1790,how to roast peeled garlic,us,4,400,0,377,0.97,1.19,how to roast garlic,2020-10-05 13:56:13,"Top stories,Thumbnails,People also ask",450
1791,linea juancito sport,us,0,400,,,,,juancito sport,2020-10-02 05:48:49,"Top stories,Thumbnails,Image pack",500
1792,while loop vs for loop,us,1,400,0,402,1.02,1.03,for vs while loop,2020-10-20 02:31:31,"Featured snippet,People also ask,Image pack",500
1793,highland medical,us,2,400,8,261,0.67,1.23,pc med center,2020-10-05 00:16:44,Sitelinks,1500
1794,barney balloon pops,us,2,400,,164,0.42,1.29,barney balloon pops,2020-10-11 16:25:25,Image pack,400
1795,dark blue jack's mannequin,us,0,400,0.08,261,0.62,1.08,dark blue song,2020-10-17 13:50:53,Thumbnails,500
1796,pottery barn christmas ornaments,us,3,400,0.35,307,0.79,1.19,pottery barn christmas ornaments,2020-10-02 09:34:02,"Image pack,Top stories,Thumbnails,Adwords bottom",400
1797,monogram model kits,us,12,400,0.1,456,1.12,1.16,revell models,2020-10-11 12:14:31,"People also ask,Top stories,Thumbnails,Image pack",600
1798,bargain brothers,us,0,400,0.6,210,0.54,1.39,bargain brothers,2020-09-23 03:36:54,"Top stories,Thumbnails",400
1799,footless compression socks,us,3,400,0.5,457,1.1,1.35,footless compression socks,2020-10-17 04:05:08,"Shopping results,Thumbnails,People also ask,Image pack,Adwords bottom",500
1800,flower images black and white,us,3,400,0.06,222,0.59,1.46,black and white flower,2020-10-03 00:00:21,Image pack,1000
1801,baby's day out full movie,us,22,400,0.5,502,1.19,1.21,baby's day out full movie,2020-10-05 02:01:30,,5700
1802,broadbandreports,us,2,400,1.9,416,1.07,1.57,dslreports,2020-10-15 11:33:05,,400
1803,musical plays,us,47,400,1.4,164,0.39,1.18,musicals,2020-10-09 21:07:47,"People also ask,Image pack",900
1804,montgomery county schools tn,us,5,400,0,426,1.01,1.88,cmcss,2020-10-15 17:01:17,Sitelinks,450
1805,mazda cx 3 awd,us,18,400,5,287,0.68,1.16,2019 mazda cx-3,2020-10-15 16:23:07,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",1000
1806,svt text,us,18,400,8,394,0.94,2.04,text tv,2020-10-15 13:53:34,"Sitelinks,Image pack",79000
1807,sun square venus synastry,us,0,400,0,686,1.68,1.6,venus conjunct sun synastry,2020-10-02 10:33:36,"Featured snippet,Thumbnails,Top stories,Image pack",600
1808,pico translation,us,0,400,0,77,0.19,1.07,pico translate,2020-10-05 08:30:05,"Knowledge card,People also ask,Image pack",450
1809,mercedes sl55,us,3,400,1.5,222,0.57,1.07,sl55 amg,2020-10-03 03:45:40,"Top stories,Thumbnails,People also ask",1100
1810,cvs manhattan ave,us,0,400,0,92,0.24,1.91,cvs greenpoint,2020-10-10 07:53:42,,400
1811,plastic id card holder,us,11,400,2.5,408,0.96,1.13,id holder,2020-10-16 04:15:22,"Sitelinks,Image pack,Top stories,Thumbnails",700
1812,dogipot,us,0,400,9,459,1.09,1.1,dogipot,2020-10-15 17:24:05,"Sitelinks,Image pack",450
1813,sellmytimesharenow reviews,us,21,400,6,615,1.46,1.14,sell my timeshare now reviews,2020-10-03 19:35:37,"People also ask,Top stories,Thumbnails,Image pack,Adwords bottom",500
1814,blue a perfect circle lyrics,us,0,400,0,312,0.74,1.15,a perfect circle blue lyrics,2020-10-05 11:44:23,"Top stories,Thumbnails",500
1815,burlington vt mall,us,14,400,0,295,0.7,1.17,university mall,2020-10-02 03:37:02,"Top stories,Thumbnails",450
1816,hachapuri,us,4,400,0,150,0.37,1.13,khachapuri,2020-10-10 00:35:56,"Top stories,Thumbnails,People also ask",1600
1817,el camino counseling,us,0,400,0.45,430,1.04,1.52,el camino counseling,2020-10-18 01:43:11,"Sitelinks,Image pack",400
1818,2014 fz09,us,5,400,0.4,270,0.64,1.27,2014 yamaha fz-09,2020-10-05 10:48:16,"Top stories,Thumbnails,Image pack",450
1819,how many gallons of water does a washing machine use,us,17,400,4.5,95,0.25,1.15,how much water does a washing machine use,2020-10-17 02:43:48,"Featured snippet,People also ask",400
1820,compton sheriff,us,0,400,1.1,207,0.52,1.53,compton police department,2020-10-20 03:41:42,,400
1821,amantadine hydrochloride,us,15,400,,202,0.5,1.25,amantadine side effects,2020-10-04 03:55:39,"Adwords top,People also ask",1100
